Pathways	Reaction-List	Common-Name	Names	Regulated-By	Primary-Products	Primary-Reactants	Object ID	Super-Pathways	Ontology -  all instances of class	Ontology - all subclasses of class	Ontology - direct instances of class	Ontology - direct parents of entity	Ontology - direct subclasses of class	Ontology - pathway type	Final_pathway	Compounds of pathway	Reactants of pathway	Reactions of pathway
PWY-6686	RXN-12041 // RXN-12039 // RXN-12029	mannosylglucosylglycerate biosynthesis I	mannosylglucosylglycerate biosynthesis I				PWY-6686					Mannosylglucosylglycerate-Biosynthesis		Metabolic-Regulators	Metabolic-Regulators	GDP // GDP-MANNOSE // Pi // CPD-13015 // CPD-13013 // WATER // PROTON // UDP // CPD-9189 // CPD-12575 // G3P	CPD-12575 // G3P // WATER // GDP-MANNOSE	RXN-12041 // RXN-12039 // RXN-12029
PWY-6100	1.14.11.1-RXN // 1.2.1.47-RXN // RXN-9896 // TRIMETHYLLYSINE-DIOXYGENASE-RXN	L-carnitine biosynthesis	L-carnitine biosynthesis // (<i>R</i>)-carnitine biosynthesis				PWY-6100					Metabolic-Regulators		Metabolic-Regulators	Metabolic-Regulators	N6N6N6-TRIMETHYL-L-LYSINE // GLY // 3-HYDROXY-N6N6N6-TRIMETHYL-L-LYSINE // PROTON // NADH // 4-TRIMETHYLAMMONIOBUTANAL // NAD // WATER // CARBON-DIOXIDE // SUC // CARNITINE // GAMMA-BUTYROBETAINE // 2-KETOGLUTARATE // OXYGEN-MOLECULE	2-KETOGLUTARATE // OXYGEN-MOLECULE // NAD // WATER // N6N6N6-TRIMETHYL-L-LYSINE	1.14.11.1-RXN // 1.2.1.47-RXN // RXN-9896 // TRIMETHYLLYSINE-DIOXYGENASE-RXN
PWY-7535	RXN-15718 // RXN-15694 // RXN-15674 // RXN-15672 // RXN-15671 // RXN-15690 // 2.3.1.161-RXN	lovastatin biosynthesis	lovastatin biosynthesis				PWY-7535					Metabolic-Regulators		Metabolic-Regulators	Metabolic-Regulators	Lovastatin-nonaketide-synthase // CPD-16923 // CPD-16907 // CPD-16906 // Ox-NADPH-Hemoprotein-Reductases // CPD-16905 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases // CPD-16924 // CPD-16908 // NADP // WATER // CO-A // CARBON-DIOXIDE // ADENOSYL-HOMO-CYS // 2-methylbutanoyl-LovF // S-ADENOSYLMETHIONINE // MALONYL-COA // Holo-LovF // NADPH // PROTON	S-ADENOSYLMETHIONINE // MALONYL-COA // NADPH // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases	RXN-15718 // RXN-15694 // RXN-15674 // RXN-15672 // RXN-15671 // RXN-15690 // 2.3.1.161-RXN
PPGPPMET-PWY	GDPKIN-RXN // RXN0-6427 // GDPPYPHOSKIN-RXN // GTPPYPHOSKIN-RXN // PPGPPSYN-RXN // PPPGPPHYDRO-RXN	ppGpp metabolism	ppGpp metabolism // guanosine 3'-diphosphate 5'-diphosphate biosynthesis // ppGpp biosynthesis				PPGPPMET-PWY					Metabolic-Regulators		Metabolic-Regulators	Metabolic-Regulators	Pi // PROTON // GUANOSINE-5DP-3DP // AMP // PPI // GDP-TP // WATER // GTP // ADP // ATP // GDP	ATP // WATER	GDPKIN-RXN // RXN0-6427 // GDPPYPHOSKIN-RXN // GTPPYPHOSKIN-RXN // PPGPPSYN-RXN // PPPGPPHYDRO-RXN
PWY-6405	RXN-15511 // BISPHOSPHOGLYCERATE-MUTASE-RXN // RXN-11102	Rapoport-Luebering glycolytic shunt	Rapoport-Luebering glycolytic shunt				PWY-6405					Metabolic-Regulators		Metabolic-Regulators	Metabolic-Regulators	Pi // 2-PG // WATER // PROTON // DPG // G3P // Protein-pi-phospho-L-histidines // Protein-Histidines // 23-DIPHOSPHOGLYCERATE	Protein-Histidines // DPG // WATER	RXN-15511 // BISPHOSPHOGLYCERATE-MUTASE-RXN // RXN-11102
PWY66-423	6-PHOSPHOFRUCTO-2-KINASE-RXN // 3.1.3.46-RXN	"fructose 2,6-bisphosphate biosynthesis"	"fructose 2,6-bisphosphate biosynthesis"				PWY66-423					Metabolic-Regulators		Metabolic-Regulators	Metabolic-Regulators	Pi // WATER // ADP // CPD-535 // PROTON // FRUCTOSE-6P // ATP	ATP // WATER	6-PHOSPHOFRUCTO-2-KINASE-RXN // 3.1.3.46-RXN
PWY66-420	CARNOSINE-SYNTHASE-RXN	carnosine biosynthesis	carnosine biosynthesis				PWY66-420					Metabolic-Regulators		Metabolic-Regulators	Metabolic-Regulators	Pi // ADP // CARNOSINE // PROTON // B-ALANINE // HIS // ATP	B-ALANINE // HIS // ATP	CARNOSINE-SYNTHASE-RXN
PWY-8098	RXN-20987 // RXN-20986	"cyclic 2,3-bisphosphoglycerate biosynthesis"	"cyclic 2,3-bisphosphoglycerate biosynthesis"				PWY-8098					Organic-solutes-Biosynthesis		Metabolic-Regulators	Metabolic-Regulators	Pi // CPD-22623 // PROTON // 23-DIPHOSPHOGLYCERATE // ADP // ATP // 2-PG	ATP // 2-PG	RXN-20987 // RXN-20986
PWY-7054	RXN-13456 // RXN-13455	<i>N</i>-acetylglutaminylglutamine amide biosynthesis	<i>N</i>-acetylglutaminylglutamine amide biosynthesis				PWY-7054					Organic-solutes-Biosynthesis		Metabolic-Regulators	Metabolic-Regulators	PROTON // WATER // CO-A // ACETYL-COA // GLT // CPD-14436 // CPD-14437 // GLN	GLN // ACETYL-COA	RXN-13456 // RXN-13455
PWY-6664	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // RXN-11880 // RXN-11879 // RXN-11877	di-myo-inositol phosphate biosynthesis	di-myo-inositol phosphate biosynthesis				PWY-6664					Organic-solutes-Biosynthesis		Metabolic-Regulators	Metabolic-Regulators	PPI // CTP // CMP // PROTON // CPD-12855 // Pi // CPD-12857 // CPD-12856 // WATER // 1-L-MYO-INOSITOL-1-P // D-glucopyranose-6-phosphate	D-glucopyranose-6-phosphate // WATER // CTP	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // RXN-11880 // RXN-11879 // RXN-11877
PWY-5658	RXN-8849	mannosylglycerate biosynthesis II	mannosylglycerate biosynthesis II				PWY-5658					Mannosylglycerate-Biosynthesis		Metabolic-Regulators	Metabolic-Regulators	GDP // 2-O-ALPHA-MANNOSYL-D-GLYCERATE // PROTON // GDP-MANNOSE // GLYCERATE	GDP-MANNOSE // GLYCERATE	RXN-8849
PWY-5656	2.4.1.217-RXN // 3.1.3.70-RXN	mannosylglycerate biosynthesis I	mannosylglycerate biosynthesis I				PWY-5656					Mannosylglycerate-Biosynthesis		Metabolic-Regulators	Metabolic-Regulators	Pi // 2-O-ALPHA-MANNOSYL-D-GLYCERATE // WATER // GDP // ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE // PROTON // G3P // GDP-MANNOSE	G3P // GDP-MANNOSE // WATER	2.4.1.217-RXN // 3.1.3.70-RXN
P541-PWY	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN	glycine betaine biosynthesis IV (from glycine)	glycine betaine biosynthesis IV (from glycine) // betaine biosynthesis from glycine				P541-PWY					Betaine-Biosynthesis		Metabolic-Regulators // Polyamine-Biosynthesis	Polyamine-Biosynthesis	GLY // SARCOSINE // BETAINE // ADENOSYL-HOMO-CYS // PROTON // S-ADENOSYLMETHIONINE // DIMETHYL-GLYCINE	S-ADENOSYLMETHIONINE // GLY	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN
PWY-6004	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN	glycine betaine biosynthesis V (from glycine)	glycine betaine biosynthesis V (from glycine) // betaine biosynthesis from glycine				PWY-6004					Betaine-Biosynthesis		Metabolic-Regulators // Polyamine-Biosynthesis	Polyamine-Biosynthesis	GLY // SARCOSINE // BETAINE // ADENOSYL-HOMO-CYS // PROTON // S-ADENOSYLMETHIONINE // DIMETHYL-GLYCINE	S-ADENOSYLMETHIONINE // GLY	RXN-9680 // RXN-9679 // GLYCINE-N-METHYLTRANSFERASE-RXN
BETSYN-PWY	BADH-RXN // CHD-RXN	glycine betaine biosynthesis I (Gram-negative bacteria)	glycine betaine biosynthesis I (Gram-negative bacteria)				BETSYN-PWY					Betaine-Biosynthesis		Metabolic-Regulators // Polyamine-Biosynthesis	Polyamine-Biosynthesis	Donor-H2 // CHOLINE // Acceptor // NADH // BETAINE // PROTON // BETAINE_ALDEHYDE // NAD // WATER	NAD // WATER // CHOLINE // Acceptor	BADH-RXN // CHD-RXN
PWY-3722	BADH-RXN // RXN-6021	glycine betaine biosynthesis II (Gram-positive bacteria)	glycine betaine biosynthesis II (Gram-positive bacteria)				PWY-3722					Betaine-Biosynthesis		Metabolic-Regulators // Polyamine-Biosynthesis	Polyamine-Biosynthesis	CHOLINE // NADH // BETAINE // PROTON // BETAINE_ALDEHYDE // NAD // WATER	NAD // WATER // CHOLINE	BADH-RXN // RXN-6021
PWY1F-353	RXN-6268 // BADH-RXN // RXN1F-357	glycine betaine biosynthesis III (plants)	glycine betaine biosynthesis III (plants) // glycine betaine biosynthesis				PWY1F-353					Betaine-Biosynthesis		Metabolic-Regulators // Polyamine-Biosynthesis	Polyamine-Biosynthesis	Oxidized-ferredoxins // CHOLINE // OXYGEN-MOLECULE // Reduced-ferredoxins // NADH // BETAINE // PROTON // NAD // WATER // BETAINE_ALDEHYDE // BETAINE-ALDEHYDE-HYDRATE	NAD // CHOLINE // OXYGEN-MOLECULE // Reduced-ferredoxins	RXN-6268 // BADH-RXN // RXN1F-357
PWY-6158	CREATINE-KINASE-RXN	creatine phosphate biosynthesis	creatine phosphate biosynthesis				PWY-6158					Metabolic-Regulators // Polyamine-Biosynthesis		Metabolic-Regulators // Polyamine-Biosynthesis	Polyamine-Biosynthesis	ADP // CREATINE-P // PROTON // CREATINE // ATP	CREATINE // ATP	CREATINE-KINASE-RXN
PWY-5386-1	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN // GLYOXII-RXN // GLYOXI-RXN	methylglyoxal degradation VIII	methylglyoxal degradation VIII // glyoxalase pathway // methylglyoxal catabolism		PYRUVATE	METHYL-GLYOXAL	PWY-5386-1					Aldehyde-Degradation // Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	METHYL-GLYOXAL // GLUTATHIONE // S-LACTOYL-GLUTATHIONE // WATER // PROTON // Cytochromes-C-Reduced // PYRUVATE // D-LACTATE // Cytochromes-C-Oxidized	Cytochromes-C-Oxidized // WATER // METHYL-GLYOXAL	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN // GLYOXII-RXN // GLYOXI-RXN
PWY-5458	LACTALDDEHYDROG-RXN // 1.1.1.283-RXN // L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	methylglyoxal degradation V	methylglyoxal degradation V		PYRUVATE	METHYL-GLYOXAL	PWY-5458					Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	Cytochromes-C-Reduced // PYRUVATE // Cytochromes-C-Oxidized // NADPH // METHYL-GLYOXAL // NADP // PROTON // NADH // L-LACTATE // LACTALD // NAD // WATER	NAD // WATER // METHYL-GLYOXAL // NADPH // Cytochromes-C-Oxidized	LACTALDDEHYDROG-RXN // 1.1.1.283-RXN // L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
PWY-5386	RXN-20917 // GLYOXII-RXN // GLYOXI-RXN	methylglyoxal degradation I	methylglyoxal degradation I		PYRUVATE	METHYL-GLYOXAL // GLUTATHIONE	PWY-5386	METHGLYUT-PWY				Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	E- // METHYL-GLYOXAL // GLUTATHIONE // PROTON // S-LACTOYL-GLUTATHIONE // WATER // PYRUVATE // ETR-Quinols // ETR-Quinones // D-LACTATE	ETR-Quinones // WATER // METHYL-GLYOXAL	RXN-20917 // GLYOXII-RXN // GLYOXI-RXN
PWY-5456	METHYL-GLYOXAL-DEHYDROG-RXN	methylglyoxal degradation VII	methylglyoxal degradation VII		PYRUVATE	METHYL-GLYOXAL	PWY-5456					Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	NADH // PYRUVATE // PROTON // METHYL-GLYOXAL // NAD // WATER	METHYL-GLYOXAL // NAD // WATER	METHYL-GLYOXAL-DEHYDROG-RXN
PWY-5462	RXN-8639	methylglyoxal degradation II	methylglyoxal degradation II		PYRUVATE	METHYL-GLYOXAL	PWY-5462					Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	NADPH // PYRUVATE // PROTON // METHYL-GLYOXAL // NADP // WATER	METHYL-GLYOXAL // NADP // WATER	RXN-8639
MGLDLCTANA-PWY	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN // RXN-8641 // LACTALDEHYDE-OXI-RXN // D-LACTALDEHYDE-DEHYDROGENASE-RXN	methylglyoxal degradation VI	methylglyoxal degradation VI		PYRUVATE // Cytochromes-C-Reduced // CPD-8891	METHYL-GLYOXAL // NADH	MGLDLCTANA-PWY					Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	METHYL-GLYOXAL // WATER // NADH // CPD-358 // CPD-8891 // NAD // PROTON // Cytochromes-C-Reduced // PYRUVATE // D-LACTATE // Cytochromes-C-Oxidized	Cytochromes-C-Oxidized // WATER // METHYL-GLYOXAL	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN // RXN-8641 // LACTALDEHYDE-OXI-RXN // D-LACTALDEHYDE-DEHYDROGENASE-RXN
PWY-5453	RXN-8632 // RXN0-4281	methylglyoxal degradation III	methylglyoxal degradation III		PROPANE-1-2-DIOL	METHYL-GLYOXAL	PWY-5453	METHGLYUT-PWY				Methylglyoxal-Detoxification		Methylglyoxal-Detoxification // Aldehyde-Degradation	Aldehyde-Degradation	NADPH // METHYL-GLYOXAL // NADP // PROTON // NADH // ACETOL // PROPANE-1-2-DIOL // NAD	NADH // PROTON // METHYL-GLYOXAL // NADPH	RXN-8632 // RXN0-4281
PWY-5459	1.1.1.283-RXN // PWY0-1317	methylglyoxal degradation IV	methylglyoxal degradation IV				PWY-5459	METHGLYUT-PWY				Methylglyoxal-Detoxification // Super-Pathways		Methylglyoxal-Detoxification // Super-Pathways // Aldehyde-Degradation	Super-Pathways // Aldehyde-Degradation	E- // PYRUVATE // ETR-Quinols // ETR-Quinones // NADH // L-LACTATE // NAD // WATER // PROTON // NADPH // METHYL-GLYOXAL // LACTALD // NADP	METHYL-GLYOXAL // NADPH // PROTON	1.1.1.283-RXN // LACTALDDEHYDROG-RXN // L-LACTDEHYDROGFMN-RXN
PWY-5364	RXN-8269 // RXN-8380	sulfur reduction II (via polysulfide)	sulfur reduction II (via polysulfide) // polysulfide respiration // polysulphide respiration		Polysulfides	Elemental-Sulfur	PWY-5364					Sulfur-reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	PROTON // Elemental-Sulfur // CPD-846 // Polysulfides // HS // HYDROGEN-MOLECULE	HYDROGEN-MOLECULE // Elemental-Sulfur // CPD-846	RXN-8269 // RXN-8380
PWY-5332	H2SOXIREDPYRO-RXN	sulfur reduction I	sulfur reduction I // sulfur respiration // sulphur respiration		HS	Elemental-Sulfur	PWY-5332					Sulfur-reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	HS // Elemental-Sulfur // HYDROGEN-MOLECULE	Elemental-Sulfur // HYDROGEN-MOLECULE	H2SOXIREDPYRO-RXN
PWY-7976	RXN-14537	sulfur reduction III	sulfur reduction III // sulfur respiration // sulphur respiration		HS	Elemental-Sulfur	PWY-7976					Sulfur-reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	PROTON // NADH-P-OR-NOP // Elemental-Sulfur // HS // NAD-P-OR-NOP	Elemental-Sulfur // NADH-P-OR-NOP // PROTON	RXN-14537
PWY490-3	FERREDOXIN--NITRITE-REDUCTASE-RXN // 1.7.7.2-RXN	nitrate reduction VI (assimilatory)	nitrate reduction VI (assimilatory) // nitrate assimilation		GLT // GLN	NITRATE	PWY490-3					Nitrate-Reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	NITRATE // PROTON // Reduced-ferredoxins // NITRITE // AMMONIUM // WATER // Oxidized-ferredoxins	Reduced-ferredoxins // PROTON // NITRATE	FERREDOXIN--NITRITE-REDUCTASE-RXN // 1.7.7.2-RXN
PWY-5675	RXN0-6377 // NITRATE-REDUCTASE-NADPH-RXN	nitrate reduction V (assimilatory)	nitrate reduction V (assimilatory) // nitrate assimilation		GLT // GLN	NITRATE	PWY-5675					Nitrate-Reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	NADPH // NITRATE // NADP // PROTON // NADH-P-OR-NOP // NITRITE // AMMONIUM // NAD-P-OR-NOP // WATER	NADH-P-OR-NOP // PROTON // NITRATE // NADPH	RXN0-6377 // NITRATE-REDUCTASE-NADPH-RXN
PWY-381	FERREDOXIN--NITRITE-REDUCTASE-RXN // NITRATE-REDUCTASE-NADH-RXN	nitrate reduction II (assimilatory)	nitrate reduction II (assimilatory) // nitrate assimilation		GLN	NITRATE	PWY-381					Nitrate-Reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	NADH // NITRATE // NAD // PROTON // Reduced-ferredoxins // NITRITE // AMMONIUM // WATER // Oxidized-ferredoxins	Reduced-ferredoxins // PROTON // NITRATE // NADH	FERREDOXIN--NITRITE-REDUCTASE-RXN // NITRATE-REDUCTASE-NADH-RXN
PWY-2242	RXN-3483 // RXN-3482 // AMONITRO-RXN	ammonia oxidation III	ammonia oxidation III		PYRUVATE // NITRITE	AMMONIA	PWY-2242					Ammonia-oxidation		Noncarbon-Nutrients	Noncarbon-Nutrients	E- // Acceptor // Donor-H2 // AMMONIA // WATER // HYDROXYLAMINE // NITRITE // PYRUVATE // PROTON // CPD-3344 // OXYGEN-MOLECULE	OXYGEN-MOLECULE // Donor-H2 // AMMONIA	RXN-3483 // RXN-3482 // AMONITRO-RXN
PWY-6692	CYTOCHROME-C-OXIDASE-RXN // RXN-15832 // RXN-15829 // NADH-DEHYDROG-A-RXN // RXN-12075 // RXN-12076	Fe(II) oxidation	Fe(II) oxidation // iron oxidation		WATER // NADH	FE+2	PWY-6692					Iron-Metabolism		Noncarbon-Nutrients	Noncarbon-Nutrients	E- // Oxidized-Cyc1-cytochromes // Reduced-Cyc1-cytochromes // FE+2 // FE+3 // NAD // NADH // Ubiquinones // Ubiquinols // Oxidized-CycA1-cytochromes // Reduced-Rusticyanins // Reduced-CycA1-cytochromes // Oxidized-Rusticyanins // Cytochromes-C-Oxidized // WATER // PROTON // OXYGEN-MOLECULE // Cytochromes-C-Reduced	OXYGEN-MOLECULE // Cytochromes-C-Reduced // NAD // FE+2 // Oxidized-Cyc1-cytochromes	CYTOCHROME-C-OXIDASE-RXN // RXN-15832 // RXN-15829 // NADH-DEHYDROG-A-RXN // RXN-12075 // RXN-12076
PWY-5934	RXN-14960 // TRANS-RXN-171 // FERRIC-CHELATE-REDUCTASE-RXN	iron reduction and absorption	iron reduction and absorption // Fe(III)-reduction // Fe(II) transport // Fe(III)-chelation and Fe(II) transport		FE+2	Fe3-siderophores	PWY-5934					Iron-Metabolism		Noncarbon-Nutrients	Noncarbon-Nutrients	NADH // Fe3-siderophores // NAD // FE+2 // Siderophore // Fe2-siderophores // PROTON	Fe3-siderophores // NADH	RXN-14960 // TRANS-RXN-171 // FERRIC-CHELATE-REDUCTASE-RXN
PWY-6683	SULFITE-REDUCT-RXN // RXN-12019 // SULFATE-ADENYLYLTRANS-RXN	assimilatory sulfate reduction III	assimilatory sulfate reduction III		HS	SULFATE	PWY-6683					Assimilatory-Sulfate-Reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	PPI // SULFATE // ATP // Red-Thioredoxin // APS // AMP // Ox-Thioredoxin // PROTON // NADPH // SO3 // HS // NADP // WATER	NADPH // Red-Thioredoxin // SULFATE // ATP	SULFITE-REDUCT-RXN // RXN-12019 // SULFATE-ADENYLYLTRANS-RXN
SULFMETII-PWY	1.8.4.9-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN	assimilatory sulfate reduction II	assimilatory sulfate reduction II		HS	SULFATE	SULFMETII-PWY					Assimilatory-Sulfate-Reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	PPI // SULFATE // ATP // Reduced-ferredoxins // HS // Oxidized-ferredoxins // WATER // GLUTATHIONE // APS // PROTON // SO3 // AMP // OXIDIZED-GLUTATHIONE	GLUTATHIONE // Reduced-ferredoxins // SULFATE // ATP	1.8.4.9-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN
PWY1ZNC-1	1.8.4.8-RXN // ADENYLYLSULFKIN-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN	assimilatory sulfate reduction IV	assimilatory sulfate reduction IV		HS	SULFATE	PWY1ZNC-1					Assimilatory-Sulfate-Reduction		Noncarbon-Nutrients	Noncarbon-Nutrients	PPI // SULFATE // Reduced-ferredoxins // HS // Oxidized-ferredoxins // WATER // ADP // APS // ATP // Red-Thioredoxin // PAPS // 3-5-ADP // SO3 // Ox-Thioredoxin // PROTON	Red-Thioredoxin // ATP // Reduced-ferredoxins // SULFATE	1.8.4.8-RXN // ADENYLYLSULFKIN-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN
PWY-7805	INORGPYROPHOSPHAT-RXN // ADENPRIBOSYLTRAN-RXN // RXN0-1401 // RXN0-6710 // RXN-17956 // RXN-17955 // RXN-17954 // RXN0-7014	(aminomethyl)phosphonate degradation	(aminomethyl)phosphonate degradation		Pi	CPD0-1074	PWY-7805					Phosphonate-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	CO-A // CPD0-1074 // ACETYL-COA // CPD0-2518 // CPD-19235 // Acceptor // MET // CH33ADO // CPD-19237 // S-ADENOSYLMETHIONINE // CPD-19236 // Donor-H2 // CPD0-2463 // ADP // RIBOSE-15-BISPHOSPHATE // ATP // PRPP // ADENINE // AMP // Pi // PROTON // WATER // PPI	WATER // ATP // S-ADENOSYLMETHIONINE // Donor-H2 // CPD0-1074 // ACETYL-COA	INORGPYROPHOSPHAT-RXN // ADENPRIBOSYLTRAN-RXN // RXN0-1401 // RXN0-6710 // RXN-17956 // RXN-17955 // RXN-17954 // RXN0-7014
P483-PWY	3.11.1.2-RXN	phosphonoacetate degradation	phosphonoacetate degradation // phosphonoacetate metabolism // phosphonoacetic acid degradation		ACET	CPD-764	P483-PWY					Phosphonate-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	ACET // Pi // PROTON // WATER // CPD-764	WATER // CPD-764	3.11.1.2-RXN
PWY-8124	RXN-21275 // RXN-21276	(2-trimethylamino)ethylphosphonate degradation	(2-trimethylamino)ethylphosphonate degradation		BETAINE	CPD-22922	PWY-8124					Phosphonate-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	PROTON // Pi // BETAINE // CARBON-DIOXIDE // SUC // CPD-22923 // CPD-22922 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	CPD-22922 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	RXN-21275 // RXN-21276
PWY0-1533	RXN0-6710 // RXN0-6734 // RXN0-6733 // RXN0-6732	methylphosphonate degradation I	methylphosphonate degradation I // carbon-phosphorus lyase pathway		RIBOSE-15-BISPHOSPHATE	CPD0-1068	PWY0-1533					Methylphosphonate-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	ADENINE // CPD0-1068 // ATP // PPI // CPD0-2479 // Acceptor // MET // CH33ADO // CH4 // S-ADENOSYLMETHIONINE // CPD0-2480 // Donor-H2 // RIBOSE-15-BISPHOSPHATE // PROTON // CPD0-2463 // WATER	WATER // S-ADENOSYLMETHIONINE // Donor-H2 // CPD0-1068 // ATP	RXN0-6710 // RXN0-6734 // RXN0-6733 // RXN0-6732
PWY-8066	RXN-20740 // RXN-20741	methylphosphonate degradation III	methylphosphonate degradation III		Pi	CPD0-1068	PWY-8066					Methylphosphonate-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	PROTON // Pi // FORMATE // CARBON-DIOXIDE // SUC // CPD-11729 // CPD0-1068 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	CPD0-1068 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	RXN-20740 // RXN-20741
PWY-7399	RXN-14996 // RXN-14995 // RXN0-6734 // RXN0-6733 // RXN0-6732	methylphosphonate degradation II	methylphosphonate degradation II		CPD-15317	CPD0-1068	PWY-7399					Methylphosphonate-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	ADENINE // CPD0-1068 // ATP // PPI // CPD0-2479 // Acceptor // MET // CH33ADO // CH4 // S-ADENOSYLMETHIONINE // CPD0-2480 // Donor-H2 // PROTON // CPD0-2463 // Pi // CPD-15317 // WATER // CPD-15894	WATER // S-ADENOSYLMETHIONINE // Donor-H2 // CPD0-1068 // ATP	RXN-14996 // RXN-14995 // RXN0-6734 // RXN0-6733 // RXN0-6732
PWY-1281	PHOSACETYLTRANS-RXN // RXN-2364	sulfoacetaldehyde degradation I	sulfoacetaldehyde degradation I		ACETYL-COA // ACETYL-P // SO3	SULFOACETALDEHYDE	PWY-1281	PWY-1541				Sulfoacetaldehyde-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	SULFOACETALDEHYDE // PROTON // SO3 // CO-A // ACETYL-P // Pi // ACETYL-COA	CO-A // SULFOACETALDEHYDE	PHOSACETYLTRANS-RXN // RXN-2364
PWY-8062	ACETALD-DEHYDROG-RXN // RXN-20702 // RXN-20701	sulfoacetaldehyde degradation IV	sulfoacetaldehyde degradation IV		ACETYL-COA // ACETALD // SO3	SULFOACETALDEHYDE	PWY-8062					Sulfoacetaldehyde-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	SULFOACETALDEHYDE // SO3 // CPD-3745 // PROTON // NADH // ACETYL-COA // ACETALD // CO-A // NAD	CO-A // SULFOACETALDEHYDE	ACETALD-DEHYDROG-RXN // RXN-20702 // RXN-20701
PWY-6718	RXN-12148	sulfoacetaldehyde degradation III	sulfoacetaldehyde degradation III		CPD-3745	SULFOACETALDEHYDE	PWY-6718					Sulfoacetaldehyde-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	PROTON // NADPH // SULFOACETALDEHYDE // CPD-3745 // NADP	SULFOACETALDEHYDE // NADPH // PROTON	RXN-12148
PWY-5982	RXN-9592	sulfoacetaldehyde degradation II	sulfoacetaldehyde degradation II		CPD-10246	SULFOACETALDEHYDE	PWY-5982					Sulfoacetaldehyde-Degradation		Noncarbon-Nutrients	Noncarbon-Nutrients	PROTON // NADH // CPD-10246 // SULFOACETALDEHYDE // WATER // NAD	SULFOACETALDEHYDE // WATER // NAD	RXN-9592
